# PG0823546
  3200.00   13.56  50.
  3250.00   13.41  50.
  3300.00   13.46  50.
  3350.00   13.46  50.
  3400.00   13.58  50.
  3450.00   13.60  50.
  3500.00   13.56  50.
  3550.00   13.54  50.
  3600.00   13.58  50.
  3650.00   13.66  50.
  3700.00   13.69  50.
  3750.00   13.69  50.
  3800.00   13.74  50.
  3850.00   13.76  50.
  3900.00   13.80  50.
  3950.00   13.86  50.
  4000.00   13.83  50.
  4050.00   13.86  50.
  4100.00   13.92  50.
  4150.00   13.89  50.
  4200.00   13.95  50.
  4250.00   13.93  50.
  4300.00   13.95  50.
  4350.00   14.01  50.
  4400.00   14.00  50.
  4450.00   14.00  50.
  4500.00   14.06  50.
  4550.00   14.11  50.
  4600.00   14.11  50.
  4650.00   14.14  50.
  4700.00   14.19  50.
  4750.00   14.15  50.
  4800.00   14.17  50.
  4850.00   14.25  50.
  4900.00   14.19  50.
  4950.00   14.22  50.
  5000.00   14.25  50.
  5050.00   14.27  50.
  5100.00   14.30  50.
  5150.00   14.31  50.
  5200.00   14.31  50.
  5250.00   14.33  50.
  5300.00   14.34  50.
  5350.00   14.34  50.
  5400.00   14.39  50.
  5450.00   14.39  50.
  5500.00   14.39  50.
  5550.00   14.36  50.
  5600.00   14.39  50.
  5650.00   14.35  50.
  5700.00   14.42  50.
  5750.00   14.43  50.
  5800.00   14.45  50.
  5850.00   14.46  50.
  5900.00   14.46  50.
  5950.00   14.51  50.
  6000.00   14.54  50.
  6050.00   14.57  50.
  6100.00   14.59  50.
  6150.00   14.57  50.
  6200.00   14.62  50.
  6250.00   14.69  50.
  6300.00   14.58  50.
  6350.00   14.65  50.
  6400.00   14.66  50.
  6450.00   14.73  50.
  6500.00   14.73  50.
  6550.00   14.81  50.
  6600.00   14.67  50.
  6650.00   14.67  50.
  6700.00   14.74  50.
  6750.00   14.69  50.
  6800.00   14.71  50.
  6850.00   14.89  50.
  6900.00   14.86  50.
  6950.00   14.72  50.
  7000.00   14.71  50.
  7050.00   14.74  50.
  7100.00   14.79  50.
  7150.00   14.76  50.
  7200.00   14.88  50.
  7250.00   15.02  50.
  7300.00   14.84  50.
7350   14.80   50   
7400   14.80   50   
7450   14.82   50   
7500   14.82   50   
7750   14.86   50   
7800   14.89   50   
7850   14.86   50   
7900   14.88   50   
7950   14.91   50   
8000   14.88   50   
8050   14.92   50   
8600   14.94   50   
8650   14.90   50   
8700   14.91   50   
8750   14.88   50   
8800   14.88   50   
8850   14.89   50   
8900   14.94   50   
9700   15.18   50   
9750   15.44   50   
9800   15.19   50   
9850   14.91   50   
9900   15.10   50   
9950   15.86   50   
10000   15.96   50   
10050   15.22   50   
10100   15.11   50   
10150   15.19   50   
10200   15.08   50   
