# Hiltner600
  3200.00   11.10  50.
  3250.00   10.98  50.
  3300.00   10.97  50.
  3350.00   10.90  50.
  3400.00   10.89  50.
  3450.00   10.91  50.
  3500.00   10.91  50.
  3550.00   10.86  50.
  3600.00   10.82  50.
  3650.00   10.84  50.
  3700.00   10.83  50.
  3750.00   10.75  50.
  3800.00   10.64  50.
  3850.00   10.57  50.
  3900.00   10.57  50.
  3950.00   10.58  50.
  4000.00   10.51  50.
  4050.00   10.46  50.
  4100.00   10.58  50.
  4150.00   10.48  50.
  4200.00   10.45  50.
  4250.00   10.45  50.
  4300.00   10.46  50.
  4350.00   10.55  50.
  4400.00   10.46  50.
  4450.00   10.46  50.
  4500.00   10.44  50.
  4550.00   10.43  50.
  4600.00   10.44  50.
  4650.00   10.44  50.
  4700.00   10.44  50.
  4750.00   10.45  50.
  4800.00   10.45  50.
  4850.00   10.55  50.
  4900.00   10.48  50.
  4950.00   10.44  50.
  5000.00   10.45  50.
  5050.00   10.46  50.
  5100.00   10.45  50.
  5150.00   10.45  50.
  5200.00   10.44  50.
  5250.00   10.44  50.
  5300.00   10.43  50.
  5350.00   10.43  50.
  5400.00   10.41  50.
  5450.00   10.43  50.
  5500.00   10.42  50.
  5550.00   10.42  50.
  5600.00   10.42  50.
  5650.00   10.44  50.
  5700.00   10.45  50.
  5750.00   10.44  50.
  5800.00   10.44  50.
  5850.00   10.44  50.
  5900.00   10.50  50.
  5950.00   10.48  50.
  6000.00   10.49  50.
  6050.00   10.50  50.
  6100.00   10.51  50.
  6150.00   10.54  50.
  6200.00   10.54  50.
  6250.00   10.56  50.
  6300.00   10.58  50.
  6350.00   10.57  50.
  6400.00   10.58  50.
  6450.00   10.57  50.
  6500.00   10.58  50.
  6550.00   10.67  50.
  6600.00   10.60  50.
  6650.00   10.56  50.
  6700.00   10.57  50.
  6750.00   10.56  50.
  6800.00   10.55  50.
  6850.00   10.61  50.
  6900.00   10.63  50.
  6950.00   10.55  50.
  7000.00   10.53  50.
  7050.00   10.55  50.
  7100.00   10.52  50.
  7150.00   10.55  50.
  7200.00   10.63  50.
  7250.00   10.61  50.
  7300.00   10.60  50.
7350   10.57   50   
7400   10.56   50   
7450   10.56   50   
7500   10.56   50   
7750   10.58   50   
7800   10.60   50   
7850   10.57   50   
7900   10.60   50   
7950   10.60   50   
8000   10.59   50   
8050   10.62   50   
8600   10.58   50   
8650   10.57   50   
8700   10.51   50   
8750   10.57   50   
8800   10.51   50   
8850   10.55   50   
8900   10.52   50   
9700   10.68   50   
9750   10.66   50   
9800   10.67   50   
9850   10.61   50   
9900   10.58   50   
9950   10.61   50   
10000   10.61   50   
10050   10.69   50   
10100   10.63   50   
10150   10.59   50   
10200   10.53   50   
