# Generated by arclines_nist.pro - D. P. Finkbeiner 2002-Jul-23
# NOTE THAT THESE ARE _AIR_ WAVELENGTHS
 3001.7175   150 BLEND Ne
 3017.3602   120   BAD Ne
 3027.0656   300 BLEND Ne
 3028.9120   300 BLEND Ne
 3034.5115   120 BLEND Ne
 3047.6059   120 BLEND Ne
 3057.4389   300 BLEND Ne
 3088.2207   120 BLEND Ne
 3092.9484   120 BLEND Ne
 3118.2025   120 BLEND Ne
 3126.2452   120 BLEND Ne
 3128.9195   300 BLEND Xe
 3141.3761   300 BLEND Ne
 3194.6225   120 BLEND Ne
 3198.6314   500 BLEND Ne
 3209.4004   120 BLEND Ne
 3213.7782   120 BLEND Ne
 3214.3710   150 BLEND Ne
 3218.2370   150 BLEND Ne
 3224.8612   120 BLEND Ne
 3229.6159   120 BLEND Ne
 3230.1127   200 BLEND Ne
 3230.4636   120 BLEND Ne
 3232.0642   120 BLEND Ne
 3232.4161   150 BLEND Ne
 3245.7374   300 BLEND Kr
 3264.8522   150 BLEND Kr
 3297.7671   150 BLEND Ne
 3309.7818   150 BLEND Ne
 3319.7651   300 BLEND Ne
 3323.7760  1000 BLEND Ne
 3325.7954   200 BLEND Kr
 3327.1940   150 BLEND Ne
 3334.8779   200 BLEND Ne
 3344.4383   150 BLEND Ne
 3345.4960   300 BLEND Ne
 3345.8719   150 BLEND Ne
 3355.0584   200 BLEND Ne
 3357.8616   120 BLEND Ne
 3360.6388   200 BLEND Ne
 3362.2054   120 BLEND Ne
 3366.7641   200   BAD Xe
 3367.2580   120 BLEND Ne
 3369.8493   490 BLEND Ne
 3369.9491  1500 BLEND Ne
 3378.2580   500 BLEND Ne
 3388.4602   150 BLEND Ne
 3388.9780   120 BLEND Ne
 3392.8390   300 BLEND Ne
 3406.9871   120 BLEND Ne
 3416.9543   120 BLEND Ne
 3417.7291   120 BLEND Ne
 3417.9440  3200 BLEND Ne
 3418.0465   350 BLEND Ne
 3423.9528   150 BLEND Ne
 3428.7271   120  GOOD Ne
 3447.7427  6600 BLEND Ne
 3450.8047   970 BLEND Ne
 3454.2346  4100 BLEND Ne
 3460.5639  1700 BLEND Ne
 3464.3782  2400 BLEND Ne
 3466.6182  2900 BLEND Ne
 3472.6104  7500 BLEND Ne
 3479.5581   150 BLEND Ne
 3480.7698   200 BLEND Ne
 3481.9725   200 BLEND Ne
 3498.1029  1800 BLEND Ne
 3501.2552  2700 BLEND Ne
 3507.4554   200 BLEND Kr
 3510.7598   540 BLEND Ne
 3515.2293  2600 BLEND Ne
 3520.5102 17000 BLEND Ne
 3542.8827   120 BLEND Ne
 3557.8406   120 BLEND Ne
 3568.5377   250  GOOD Ne
 3574.6490   200 BLEND Ne
 3593.5634  4100 BLEND Ne
 3593.6768  2100 BLEND Ne
 3600.2062  1200  GOOD Ne
 3609.2160   140 BLEND Ne
 3624.1134   600 BLEND Xe
 3631.9252   200 BLEND Kr
 3633.7011  1600 BLEND Ne
 3643.9639   150 BLEND Ne
 3653.9642   250  GOOD Kr
 3664.1094   200 BLEND Ne
 3669.0410   150 BLEND Kr
 3682.2783   640 BLEND Ne
 3685.7714  1100 BLEND Ne
 3694.2471   200 BLEND Ne
 3701.2605  1100  GOOD Ne
 3709.6558   150 BLEND Ne
 3713.1149   250 BLEND Ne
 3718.0575   300   BAD Kr
 3718.6304   200 BLEND Kr
 3721.3846   150 BLEND Kr
 3727.1400   250 BLEND Ne
 3741.6730   200 BLEND Kr
 3744.8302   150 BLEND Kr
 3754.2502   230 BLEND Ne
 3765.3045   150 BLEND Ar
 3766.2923   800 BLEND Ne
 3777.1683  1000 BLEND Ne
 3778.1230   500 BLEND Kr
 3781.0502   300 BLEND Xe
 3783.1286   500 BLEND Kr
 3829.7848   120  GOOD Ne
 3875.4742   150   BAD Kr
 3877.8336   200 BLEND Xe
 3888.6781   500   BAD He
 3888.6814   500   BAD He
 3906.2088   150 BLEND Kr
 3920.1130   200 BLEND Kr
 3922.5813   500 BLEND Xe
 3950.6236   300 BLEND Xe
 4042.9242   150 BLEND Ar
 4050.0962   200 BLEND Xe
 4057.0673   300 BLEND Kr
 4057.4942   200   BAD Xe
 4065.1581   300 BLEND Kr
 4072.0342   200 BLEND Ar
 4088.3667   500  GOOD Kr
 4098.7588   250 BLEND Kr
 4103.9414   150  GOOD Ar
 4131.7528   300 BLEND Ar
 4145.1511   250 BLEND Kr
 4158.0665   200   BAD Xe
 4158.6194   400 BLEND Ar
 4180.1305  1000   BAD Xe
 4193.1769   500   BAD Xe
 4198.3455   200 BLEND Ar
 4200.7028   400 BLEND Ar
 4208.5127   300   BAD Xe
 4213.7512   300   BAD Xe
 4219.7696   150 BLEND Ne
 4223.0287   300   BAD Xe
 4238.2745   400   BAD Xe
 4245.4125   500   BAD Xe
 4250.6081   150 BLEND Kr
 4250.6731   120 BLEND Ne
 4259.3897   200  GOOD Ar
 4272.1961   150 BLEND Ar
 4273.9967  1000 BLEND Kr
 4277.5557   550 BLEND Ar
 4292.9504   600 BLEND Kr
 4296.4285   500   BAD Xe
 4300.5174   200 BLEND Kr
 4310.5346   500   BAD Xe
 4317.8326   500   BAD Kr
 4318.5774   400 BLEND Kr
 4319.6061  1000 BLEND Kr
 4323.0112   150   BAD Kr
 4330.5491  1000   BAD Xe
 4331.2259   200 BLEND Ar
 4348.0903   800 BLEND Ar
 4355.5032  3000 BLEND Kr
 4362.6673   500 BLEND Kr
 4369.2285   200   BAD Xe
 4369.7183   200 BLEND Kr
 4369.8903   120 BLEND Ne
 4370.7790   200 BLEND Ar
 4376.1476   800 BLEND Kr
 4379.5786   150 BLEND Ne
 4379.6926   150 BLEND Ar
 4386.5637   300   BAD Kr
 4392.0212   200 BLEND Ne
 4393.2219   500   BAD Xe
 4395.7912   500   BAD Xe
 4398.0205   150 BLEND Ne
 4399.9910   200 BLEND Kr
 4401.0117   200 BLEND Ar
 4406.9081   200   BAD Xe
 4409.3274   150 BLEND Ne
 4416.0956   150   BAD Xe
 4422.5462   300 BLEND Ne
 4424.8353   300 BLEND Ne
 4425.4256   150 BLEND Ne
 4426.0268   400 BLEND Ar
 4430.2137   150 BLEND Ar
 4430.9215   150   BAD Ne
 4431.1344   150   BAD Ne
 4431.7103   500 BLEND Kr
 4436.8379   600 BLEND Kr
 4448.1568   500   BAD Xe
 4453.9422   600 BLEND Kr
 4457.0743   120 BLEND Ne
 4462.2129  1000   BAD Xe
 4463.7145   800 BLEND Kr
 4471.4954   200   BAD He
 4471.4991   200   BAD He
 4471.4994   200   BAD He
 4475.0394   800 BLEND Kr
 4480.8878   500   BAD Xe
 4481.8355   200 BLEND Ar
 4483.2208   150 BLEND Ne
 4488.1183   300 BLEND Ne
 4489.9053   400   BAD Kr
 4502.3778   600 BLEND Kr
 4523.1661   400   BAD Kr
 4536.3252   150 BLEND Ne
 4537.7017   300 BLEND Ne
 4537.7758  1000 BLEND Ne
 4538.3264   300 BLEND Ne
 4545.0761   400 BLEND Ar
 4556.6369   200   BAD Kr
 4575.0848   300 BLEND Ne
 4577.2333   800 BLEND Kr
 4579.3737   400 BLEND Ar
 4582.0641   150 BLEND Ne
 4582.4746   150 BLEND Ne
 4583.0017   300 BLEND Kr
 4589.9218   400 BLEND Ar
 4592.8270   150   BAD Kr
 4609.5904   550 BLEND Ar
 4609.9350   150 BLEND Ne
 4615.3158   500 BLEND Kr
 4619.1897  1000 BLEND Kr
 4628.3326   150 BLEND Ne
 4633.9087   800 BLEND Kr
 4645.4407   300 BLEND Ne
 4656.4160   300 BLEND Ne
 4657.9241   400 BLEND Ar
 4658.8988  2000 BLEND Kr
 4661.1282   150 BLEND Ne
 4678.2412   300 BLEND Ne
 4679.1580   150 BLEND Ne
 4680.4289   500 BLEND Kr
 4694.3830   200 BLEND Kr
 4702.5526   150 BLEND Ne
 4704.4177  1500 BLEND Ne
 4708.8820  1200 BLEND Ne
 4710.0895  1000 BLEND Ne
 4712.0867  1500 BLEND Ne
 4715.3679  1500 BLEND Ne
 4726.8901   550 BLEND Ar
