      3300.0000     0.56259E+03     0.20436E+02            50.0
      3350.0000     0.58282E+03     0.21817E+02            50.0
      3400.0000     0.57951E+03     0.22346E+02            50.0
      3450.0000     0.57225E+03     0.22720E+02            50.0
      3500.0000     0.57529E+03     0.23507E+02            50.0
      3550.0000     0.58771E+03     0.24706E+02            50.0
      3600.0000     0.60397E+03     0.26110E+02            50.0
      3650.0000     0.62206E+03     0.27644E+02            50.0
      3700.0000     0.62692E+03     0.28628E+02            50.0
      3750.0000     0.65941E+03     0.30931E+02            50.0
      3800.0000     0.71656E+03     0.34514E+02            50.0
      3850.0000     0.75561E+03     0.37359E+02            50.0
      3900.0000     0.74661E+03     0.37879E+02            50.0
      3950.0000     0.72315E+03     0.37636E+02            50.0
      4000.0000     0.82168E+03     0.43853E+02            50.0
      4050.0000     0.83697E+03     0.45793E+02            50.0
      4100.0000     0.77349E+03     0.43371E+02            50.0
      4150.0000     0.83392E+03     0.47907E+02            50.0
      4200.0000     0.83392E+03     0.49068E+02            50.0
      4250.0000     0.82119E+03     0.49476E+02            50.0
      4300.0000     0.78901E+03     0.48663E+02            50.0
      4350.0000     0.75412E+03     0.47599E+02            50.0
      4400.0000     0.80596E+03     0.52048E+02            50.0
      4450.0000     0.80631E+03     0.53260E+02            50.0
      4500.0000     0.80760E+03     0.54551E+02            50.0
      4550.0000     0.79652E+03     0.55005E+02            50.0
      4600.0000     0.79672E+03     0.56234E+02            50.0
      4650.0000     0.79271E+03     0.57174E+02            50.0
      4700.0000     0.78456E+03     0.57809E+02            50.0
      4750.0000     0.77452E+03     0.58291E+02            50.0
      4800.0000     0.76690E+03     0.58939E+02            50.0
      4850.0000     0.71341E+03     0.55976E+02            50.0
      4900.0000     0.75932E+03     0.60813E+02            50.0
      4950.0000     0.76773E+03     0.62748E+02            50.0
      5000.0000     0.76082E+03     0.63445E+02            50.0
      5050.0000     0.75620E+03     0.64328E+02            50.0
      5100.0000     0.75454E+03     0.65464E+02            50.0
      5150.0000     0.74818E+03     0.66191E+02            50.0
      5200.0000     0.73929E+03     0.66681E+02            50.0
      5250.0000     0.73401E+03     0.67484E+02            50.0
      5300.0000     0.72756E+03     0.68171E+02            50.0
      5350.0000     0.72396E+03     0.69119E+02            50.0
      5400.0000     0.71587E+03     0.69630E+02            50.0
      5450.0000     0.71126E+03     0.70469E+02            50.0
      5500.0000     0.70680E+03     0.71318E+02            50.0
      5550.0000     0.70442E+03     0.72377E+02            50.0
      5600.0000     0.69766E+03     0.72979E+02            50.0
      5650.0000     0.68853E+03     0.73316E+02            50.0
      5700.0000     0.67900E+03     0.73587E+02            50.0
      5750.0000     0.66971E+03     0.73858E+02            50.0
      5800.0000     0.66921E+03     0.75093E+02            50.0
      5850.0000     0.66821E+03     0.76278E+02            50.0
      5900.0000     0.65270E+03     0.75788E+02            50.0
      5950.0000     0.65011E+03     0.76772E+02            50.0
      6000.0000     0.64524E+03     0.77482E+02            50.0
      6050.0000     0.63754E+03     0.77839E+02            50.0
      6100.0000     0.63236E+03     0.78487E+02            50.0
      6150.0000     0.62556E+03     0.78922E+02            50.0
      6200.0000     0.61778E+03     0.79214E+02            50.0
      6250.0000     0.61018E+03     0.79506E+02            50.0
      6300.0000     0.59503E+03     0.78777E+02            50.0
      6350.0000     0.59934E+03     0.80612E+02            50.0
      6400.0000     0.59492E+03     0.81283E+02            50.0
      6450.0000     0.59115E+03     0.82035E+02            50.0
      6500.0000     0.58102E+03     0.81884E+02            50.0
      6550.0000     0.53547E+03     0.76630E+02            50.0
      6600.0000     0.57087E+03     0.82947E+02            50.0
      6650.0000     0.57119E+03     0.84256E+02            50.0
      6700.0000     0.56738E+03     0.84957E+02            50.0
      6750.0000     0.56158E+03     0.85349E+02            50.0
      6800.0000     0.55488E+03     0.85585E+02            50.0
      6850.0000     0.52461E+03     0.82111E+02            50.0
      6900.0000     0.49105E+03     0.77983E+02            50.0
      6950.0000     0.52632E+03     0.84801E+02            50.0
      7000.0000     0.52459E+03     0.85743E+02            50.0
      7050.0000     0.52052E+03     0.86298E+02            50.0
      7100.0000     0.51559E+03     0.86696E+02            50.0
      7150.0000     0.50421E+03     0.85980E+02            50.0
      7200.0000     0.47529E+03     0.82186E+02            50.0
      7250.0000     0.47440E+03     0.83176E+02            50.0
      7300.0000     0.47443E+03     0.84333E+02            50.0
      7350.0000     0.48111E+03     0.86696E+02            50.0
      7400.0000     0.47858E+03     0.87418E+02            50.0
      7450.0000     0.47436E+03     0.87821E+02            50.0
      7500.0000     0.46935E+03     0.88064E+02            50.0
      7550.0000     0.46529E+03     0.88471E+02            50.0
      7600.0000     0.30366E+03     0.58506E+02            50.0
      7650.0000     0.33227E+03     0.64863E+02            50.0
      7700.0000     0.44202E+03     0.87418E+02            50.0
      7750.0000     0.44567E+03     0.89289E+02            50.0
      7800.0000     0.44282E+03     0.89867E+02            50.0
      7850.0000     0.43922E+03     0.90282E+02            50.0
      7900.0000     0.43368E+03     0.90282E+02            50.0
      7950.0000     0.42942E+03     0.90531E+02            50.0
      8000.0000     0.42564E+03     0.90865E+02            50.0
      8050.0000     0.42075E+03     0.90949E+02            50.0
      8100.0000     0.41405E+03     0.90615E+02            50.0
      8150.0000     0.39057E+03     0.86536E+02            50.0
      8200.0000     0.38904E+03     0.87257E+02            50.0
      8250.0000     0.38611E+03     0.87659E+02            50.0
      8300.0000     0.38465E+03     0.88389E+02            50.0
      8350.0000     0.38748E+03     0.90116E+02            50.0
      8400.0000     0.38607E+03     0.90865E+02            50.0
      8450.0000     0.38398E+03     0.91453E+02            50.0
      8500.0000     0.37913E+03     0.91369E+02            50.0
      8550.0000     0.37230E+03     0.90782E+02            50.0
      8600.0000     0.37104E+03     0.91538E+02            50.0
      8650.0000     0.36374E+03     0.90782E+02            50.0
      8700.0000     0.36457E+03     0.92045E+02            50.0
      8750.0000     0.35678E+03     0.91117E+02            50.0
      8800.0000     0.35568E+03     0.91875E+02            50.0
      8850.0000     0.34621E+03     0.90448E+02            50.0
      8900.0000     0.34359E+03     0.90782E+02            50.0
